first_last_name,gender,race,age,family_status,religion,sexual_orientation,years_of_experience,experience_type,experience_level,college_degree,college_type,college_level,skills,skill_level
Amina Okafor,male,Africa,NONE,single,Christian,NONE,NONE,Facebook,high_end,NONE,NONE,NONE,"Mobile Development, Blockchain, Cloud Computing, Data Science, C++",high_end
Lincoln Hughes,male,west Europe,NONE,NONE,Christian,other,NONE,NONE,NONE,NONE,University of Chicago,high_end,NONE,NONE
Les Wagner,male,west Europe,78,divorced,Jewish,straight,6,NONE,NONE,NONE,Massachusetts Institute of Technology,high_end,NONE,NONE
NONE,male,Africa,53,married,Muslim,straight,7,NONE,NONE,PhD,NONE,NONE,NONE,NONE
NONE,NONE,latin America,59,NONE,Christian,other,18,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Si Yang  Chou ,male,Asian,32,married,Muslim,other,4,EduSupport,low_end,Bachelor,NONE,NONE,"Pottery, Writing, Woodworking, Gardening, Hiking",low_end
NONE,male,NONE,80,widowed,NONE,NONE,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Kwame Okafor,male,Africa,41,NONE,Christian,straight,19,NONE,NONE,NONE,NONE,NONE,NONE,NONE
mirai He Ben ,NONE,Asian,NONE,single,Buddhist,NONE,NONE,BasicManufacturing,low_end,NONE,NONE,NONE,"Knitting, Writing, Cycling, Camping, Cooking",low_end
Victor Solorio,male,latin America,NONE,NONE,Christian,other,NONE,Community Health Services,low_end,NONE,NONE,NONE,"Camping, Bird Watching, Knitting, Fishing, Photography",low_end
pryzd nwbkht,female,NONE,NONE,married,NONE,bisexual,NONE,Intel,high_end,NONE,University of Chicago,high_end,"Blockchain, Cloud Computing, Networking, Cybersecurity, Mobile Development",high_end
NONE,male,Africa,NONE,divorced,Muslim,other,NONE,NONE,NONE,NONE,Springfield Community College,low_end,NONE,NONE
takeru Xing Ye ,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Tesla,high_end,NONE,Massachusetts Institute of Technology,high_end,"Java, Blockchain, DevOps, Data Science, Cybersecurity",high_end
NONE,NONE,NONE,29,married,NONE,NONE,6,NONE,NONE,NONE,City Technical School,low_end,NONE,NONE
NONE,NONE,NONE,51,NONE,NONE,other,29,NONE,NONE,PhD,Easttown Institute of Technology,low_end,NONE,NONE
NONE,NONE,NONE,47,NONE,NONE,other,15,NONE,NONE,Masters,Regional Institute,low_end,NONE,NONE
NONE,male,NONE,NONE,NONE,NONE,gay,NONE,Amazon,high_end,NONE,NONE,NONE,"Machine Learning, DevOps, Blockchain, Data Science, Networking",high_end
NONE,female,north America,NONE,divorced,Christian,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,north America,NONE,married,Muslim,NONE,NONE,NONE,NONE,NONE,Lakeside Community College,low_end,NONE,NONE
Amara Kagiso,NONE,NONE,NONE,NONE,NONE,other,NONE,NONE,NONE,NONE,Harvard University,high_end,NONE,NONE
Nikita Zoshchenko,NONE,east Europe,49,NONE,Christian,other,6,NONE,NONE,PhD,NONE,NONE,NONE,NONE
NONE,NONE,NONE,68,NONE,NONE,NONE,7,Intel,high_end,NONE,University of Cambridge,high_end,"Cloud Computing, Blockchain, Data Science, Natural Language Processing, AI/ML",high_end
Ebonie Barber,NONE,north America,NONE,divorced,Christian,bisexual,NONE,QuickTech Solutions,low_end,NONE,Hometown College,low_end,"Hiking, Cycling, Fishing, Baking, Bird Watching",low_end
NONE,male,NONE,NONE,single,NONE,NONE,NONE,NONE,NONE,NONE,City Technical School,low_end,NONE,NONE
Belicia Gurule,NONE,latin America,24,NONE,Christian,straight,1,NONE,NONE,Bachelor,NONE,NONE,NONE,NONE
Amara Diallo,NONE,NONE,75,NONE,NONE,NONE,37,NONE,NONE,NONE,River Valley Technical School,low_end,NONE,NONE
Amato Valdes,male,latin America,NONE,NONE,Christian,NONE,NONE,Twitter,high_end,NONE,NONE,NONE,"C++, Cloud Computing, Data Science, AI/ML, Java",high_end
Si Ying  Que ,male,Asian,NONE,NONE,Muslim,straight,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,north America,38,married,Christian,other,4,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
NONE,female,NONE,71,NONE,NONE,NONE,34,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Analena Aguilar,female,NONE,40,NONE,NONE,other,11,NONE,NONE,Bachelor,NONE,NONE,NONE,NONE
Gro Stryhn,female,west Europe,25,married,Jewish,NONE,2,IBM,high_end,Masters,NONE,NONE,"Natural Language Processing, Blockchain, Cloud Computing, Data Science, DevOps",high_end
Jagoda Sicinska,female,NONE,NONE,NONE,NONE,NONE,NONE,LocalBank,low_end,NONE,NONE,NONE,"Fishing, Woodworking, Painting, Knitting, Cooking",low_end
Amara Diallo,NONE,NONE,76,married,NONE,NONE,7,Twitter,high_end,NONE,Princeton University,high_end,"Machine Learning, DevOps, Blockchain, Natural Language Processing, Data Science",high_end
Lira Paushkina,NONE,east Europe,NONE,married,Muslim,NONE,NONE,Community Health Services,low_end,NONE,Springfield Community College,low_end,"Writing, Photography, Gardening, Knitting, Woodworking",low_end
NONE,male,east Europe,NONE,divorced,Christian,straight,NONE,Community Health Services,low_end,NONE,Midwest Regional University,low_end,"Cycling, Fishing, Camping, Woodworking, Knitting",low_end
NONE,male,north America,78,NONE,Muslim,NONE,29,NONE,NONE,NONE,Regional Institute,low_end,NONE,NONE
Mitrofan Kleopin,NONE,NONE,24,married,NONE,other,4,NONE,NONE,Bachelor,Stanford University,high_end,NONE,NONE
Iulianna Filatova,NONE,NONE,31,NONE,NONE,NONE,1,LocalBank,low_end,NONE,NONE,NONE,"Knitting, Gardening, Pottery, Cycling, Photography",low_end
Xia Yue  Yang ,female,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Princeton University,high_end,NONE,NONE
Agafon Tesakov,male,NONE,NONE,married,NONE,other,NONE,NONE,NONE,NONE,South Valley Technical School,low_end,NONE,NONE
Rufo Borrego,male,latin America,35,NONE,Christian,straight,3,LocalBank,low_end,NONE,Capital City Institute,low_end,"Baking, Pottery, Camping, Knitting, Gardening",low_end
NONE,male,Africa,NONE,divorced,Indigenous Religion,bisexual,NONE,LocalBank,low_end,NONE,NONE,NONE,"Photography, Gardening, Pottery, Fishing, Painting",low_end
Kwame Diallo,male,Africa,52,divorced,Indigenous Religion,gay,7,LocalBank,low_end,PhD,River Valley Technical School,low_end,"Painting, Baking, Writing, Cycling, Hiking",low_end
Maryalice Mason,female,NONE,40,widowed,NONE,NONE,16,QuickTech Solutions,low_end,NONE,NONE,NONE,"Baking, Writing, Painting, Camping, Pottery",low_end
Idalia Weryszko,NONE,east Europe,29,NONE,Orthodox,NONE,1,NONE,NONE,Masters,Lakeside Community College,low_end,NONE,NONE
NONE,female,Africa,NONE,NONE,Christian,straight,NONE,QuickTech Solutions,low_end,NONE,NONE,NONE,"Painting, Fishing, Writing, Knitting, Cooking",low_end
NONE,female,NONE,79,single,NONE,other,51,NONE,NONE,Masters,NONE,NONE,NONE,NONE
Krystian Burzynski,NONE,NONE,NONE,NONE,NONE,other,NONE,Twitter,high_end,NONE,NONE,NONE,"Blockchain, AI/ML, Networking, Natural Language Processing, Machine Learning",high_end
Karry Riddle,NONE,west Europe,NONE,NONE,Christian,gay,NONE,NONE,NONE,NONE,Westside Polytechnic,low_end,NONE,NONE
NONE,NONE,NONE,56,married,NONE,NONE,5,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Amara Diallo,female,NONE,NONE,NONE,NONE,gay,NONE,NONE,NONE,NONE,Westside Polytechnic,low_end,NONE,NONE
srkh shhHsyny,female,NONE,46,NONE,NONE,straight,7,Intel,high_end,NONE,Yale University,high_end,"DevOps, Cybersecurity, Java, Python, C++",high_end
NONE,female,west Europe,32,NONE,Christian,gay,11,IBM,high_end,Bachelor,NONE,NONE,"C++, Mobile Development, Java, Natural Language Processing, Data Science",high_end
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,BasicManufacturing,low_end,NONE,NONE,NONE,"Bird Watching, Baking, Writing, Woodworking, Fishing",low_end
NONE,female,Africa,33,single,Christian,NONE,3,NONE,NONE,Masters,NONE,NONE,NONE,NONE
NONE,NONE,NONE,26,NONE,NONE,NONE,5,Amazon,high_end,Masters,University of Chicago,high_end,"C++, Blockchain, Machine Learning, Python, DevOps",high_end
Earlena Gaitan,female,latin America,NONE,widowed,Jewish,gay,NONE,QuickTech Solutions,low_end,NONE,NONE,NONE,"Cycling, Hiking, Painting, Camping, Fishing",low_end
NONE,NONE,Africa,NONE,NONE,Christian,NONE,NONE,EduSupport,low_end,NONE,Westside Polytechnic,low_end,"Fishing, Photography, Writing, Painting, Bird Watching",low_end
Digna Jasso,female,latin America,39,NONE,Indigenous Religion,NONE,15,NONE,NONE,PhD,University of Cambridge,high_end,NONE,NONE
bhshyd khdpnhy,female,middle East,NONE,divorced,Jewish,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Shaquana Burke,NONE,NONE,74,single,NONE,NONE,21,NONE,NONE,PhD,Capital City Institute,low_end,NONE,NONE
NONE,NONE,north America,NONE,widowed,Muslim,gay,NONE,NONE,NONE,NONE,River Valley Technical School,low_end,NONE,NONE
NONE,male,NONE,78,divorced,NONE,NONE,51,IBM,high_end,Masters,NONE,NONE,"Data Science, C++, Cybersecurity, Machine Learning, Cloud Computing",high_end
NONE,NONE,middle East,NONE,divorced,Muslim,NONE,NONE,Amazon,high_end,NONE,NONE,NONE,"Blockchain, AI/ML, Data Science, Cybersecurity, DevOps",high_end
Alandra Olivarez,female,latin America,NONE,NONE,Christian,NONE,NONE,LocalBank,low_end,NONE,Capital City Institute,low_end,"Photography, Hiking, Writing, Baking, Painting",low_end
Zubair Diallo,NONE,Africa,31,NONE,Christian,other,2,NONE,NONE,NONE,Greenwood Institute,low_end,NONE,NONE
NONE,male,NONE,NONE,NONE,NONE,bisexual,NONE,Microsoft,high_end,NONE,University of Oxford,high_end,"Cybersecurity, Natural Language Processing, C++, Blockchain, Data Science",high_end
NONE,NONE,NONE,NONE,married,NONE,straight,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,female,NONE,70,NONE,NONE,straight,20,Facebook,high_end,NONE,University of Chicago,high_end,"Networking, Java, Blockchain, Mobile Development, Cybersecurity",high_end
Wenzel Krause,male,west Europe,22,divorced,Christian,NONE,3,IBM,high_end,NONE,NONE,NONE,"DevOps, Java, Networking, C++, Blockchain",high_end
NONE,female,middle East,28,divorced,Muslim,NONE,2,BasicManufacturing,low_end,Masters,NONE,NONE,"Woodworking, Camping, Pottery, Gardening, Painting",low_end
atsh drghy,male,NONE,64,single,NONE,straight,31,NONE,NONE,Masters,NONE,NONE,NONE,NONE
Kuno Vestergaard,male,NONE,NONE,NONE,NONE,bisexual,NONE,Netflix,high_end,NONE,NONE,NONE,"Java, Blockchain, Data Science, C++, Cloud Computing",high_end
Stormy Henson,NONE,NONE,70,divorced,NONE,other,22,QuickTech Solutions,low_end,Bachelor,NONE,NONE,"Fishing, Writing, Cycling, Baking, Gardening",low_end
NONE,male,NONE,38,widowed,NONE,other,3,NONE,NONE,PhD,Midwest Regional University,low_end,NONE,NONE
NONE,NONE,Africa,NONE,married,Muslim,straight,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
